time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BinaryProtocol:bytesReadPerSecond,BinaryProtocol:bytesWrittenPerSecond,BinaryProtocol:messagesReadPerSecond,BinaryProtocol:messagesWrittenPerSecond,BinaryProtocol:nAckMessages,BinaryProtocol:nBytesRead,BinaryProtocol:nBytesWritten,BinaryProtocol:nEntriesOldVersion,BinaryProtocol:nGroupAckMessages,BinaryProtocol:nGroupedAcks,BinaryProtocol:nMaxGroupedAcks,BinaryProtocol:nMessageBatches,BinaryProtocol:nMessagesBatched,BinaryProtocol:nMessagesRead,BinaryProtocol:nMessagesWritten,BinaryProtocol:nReadNanos,BinaryProtocol:nWriteNanos,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,ConsistencyTracker:nLagConsistencyWaitMS,ConsistencyTracker:nLagConsistencyWaits,ConsistencyTracker:nVLSNConsistencyWaitMS,ConsistencyTracker:nVLSNConsistencyWaits,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,FeederManager:nFeedersCreated,FeederManager:nFeedersShutdown,FeederManager:replica95DelayMsMap,FeederManager:replica99DelayMsMap,FeederManager:replicaAvgDelayMsMap,FeederManager:replicaDelayMap,FeederManager:replicaLastCommitTimestampMap,FeederManager:replicaLastCommitVLSNMap,FeederManager:replicaMaxDelayMsMap,FeederManager:replicaVLSNLagMap,FeederManager:replicaVLSNRateMap,FeederTxns:ackWaitMS,FeederTxns:lastCommitTimestamp,FeederTxns:lastCommitVLSN,FeederTxns:totalTxnMS,FeederTxns:txnsAcked,FeederTxns:txnsNotAcked,FeederTxns:vlsnRate,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,Replay:elapsedTxn95Ms,Replay:elapsedTxn99Ms,Replay:elapsedTxnAvgMs,Replay:elapsedTxnMaxMs,Replay:latestCommitLagMs,Replay:maxCommitProcessingNanos,Replay:minCommitProcessingNanos,Replay:nAborts,Replay:nCommitAcks,Replay:nCommitNoSyncs,Replay:nCommitSyncs,Replay:nCommitWriteNoSyncs,Replay:nCommits,Replay:nGroupCommitMaxExceeded,Replay:nGroupCommitTimeouts,Replay:nGroupCommitTxns,Replay:nGroupCommits,Replay:nLNs,Replay:nMessageQueueOverflows,Replay:nNameLNs,Replay:outputQueue95DelayMs,Replay:outputQueue99DelayMs,Replay:outputQueueAvgDelayMs,Replay:outputQueueMaxDelayMs,Replay:replayQueue95DelayMs,Replay:replayQueue99DelayMs,Replay:replayQueueAvgDelayMs,Replay:replayQueueMaxDelayMs,Replay:totalCommitProcessingNanos,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits,VLSNIndex:nBucketsCreated,VLSNIndex:nHeadBucketsDeleted,VLSNIndex:nHits,VLSNIndex:nMisses,VLSNIndex:nTailBucketsDeleted
2026-02-10 15:34:01.424 UTC, , , , , , , , , , , , , , , , , , , , , , , , , , ,125,669517,14032, , ,3, ,10, , , , , , , , , ,3,3, , , , ,1,5, , , , , , , , , , , , , , , , ,1362,1,734,734,1, ,2,4,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,1362,2,2,1,2, , , ,1,1,2,1, ,3,2, , , , , ,38,1, , , ,2048,1,1374,1, , , , , , ,2,51,122463424,4, , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2026-02-10 15:35:01.436 UTC, , ,11588,174173,25,11727,646,691946,10574, ,3,3,1, , ,1522,712,59708047622,60709716, , , , , , , ,589,1364269,708096,224, ,12, ,217219, , , , , , , , , ,12,6, , , ,6,2,6, ,305576, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , ,41,1,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,705687,4,13,2,97, , , ,649,649,2,649, ,3,652, , , , , , , , , , ,4096,2,704315,651, , , , , , ,3,129,452011024,4, , , , , , ,44999,656, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,718, , ,43599, , , , , , , , ,8,22,5,149,5,97696328,62440, ,649,84,649, ,733, , , , ,726, ,3, , , , ,3,8,0,8,2038412989, , , ,1, , , , 
2026-02-10 15:36:01.445 UTC, , ,10873,205916,26,14143,757,650850,11880, ,4,4,1, , ,1577,816,59857527409,57693317, , , , , , , ,589,2001557,1345384,224, ,18, ,224900, , , , , , , , , ,18,6, , , ,12,2,6, ,316678, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,1369271,4,6,2,12, , , ,761,761, ,761, ,3,764, , , , , , , , , , , , ,663584,761, , , , , , ,2,20,928636752,6, , , , , , ,46652,760, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,761, , ,45131, , , , , , , , ,8,10,4,17,5,12255325,1870247, ,761, ,761, ,761, , , , ,761, , , , , , ,4,6,0,6,1911976240, , , , , , , , 
2026-02-10 15:37:01.457 UTC, , ,10815,215771,26,14798,750,647504,11854, ,8,8,1, , ,1571,813,59869165534,54937845, , , , , , , ,589,2637333,1981160,224, ,24, ,215871, , , , , , , , , ,24,6, , , ,18,2,6, ,304033, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,2030014,4,6,2,77, , , ,758,758, ,758, ,3,761, , , , , , , , , , , , ,660743,758, , , , , , ,2,31,1027004864,4, , , , , , ,44840,757, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,758, , ,43325, , , , , , , , ,8,12,5,143,5,77463548,1849955, ,758, ,758, ,758, , , , ,758, , , , , , ,4,4,0,4,2052861808, , , , , , , , 
2026-02-10 15:38:01.498 UTC, , ,5367,224735,13,14784,357,319534,6430, ,5,5,1, , ,778,423,59526020367,28611365, , , , , , , ,589,2949941,2293768,224, ,26, ,204952, , , , , , , , , ,26,6, , , ,20,2,6, ,287798, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,2353315,4,8,2,103, , , ,362,362, ,362, ,3,365, , , , , , , , , , , , ,323301,364, , , , , , , , ,3686193600,5, , , , , , ,41789,361, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,363, , ,41065, , , , , , , , ,8,12,4,103,5,103236089,49184, ,362,6,362, ,368, , , , ,363, , , , , , ,3,103,3,103,1030787717, , , , , , , , 
2026-02-10 15:39:01.549 UTC, , ,224,270006,1,13096,13,13492,1670, ,2,2,1, , ,77,81,60112408667,6185037, , , , , , , ,589,2961885,2305712,224, ,27, ,177166, , , , , , , , , ,27,6, , , ,21,2,6, ,248067, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,2368554,79,79,8,79, , , ,15,15, ,15, ,3,18, , , , , , , , , , , , ,15239,20, , , , , , ,1,139,954048320,4, , , , , , ,35463,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , ,35433, , , , , , , , ,80,82,9,82,6,79879218,55579, ,15,10,15, ,25, , , , ,15, , , , , , ,3,16,0,16,159097965, , , , , , , , 
2026-02-10 15:40:01.572 UTC, , ,234,286422,1,13870,12,14073,1652, ,3,3,1, , ,74,80,60041726146,5767711, , , , , , , ,589,2975373,2319200,224, ,27, ,194300, , , , , , , , , ,27,6, , , ,21,2,6, ,272056, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,2381758,3,3,1,3, , , ,15,15, ,15, ,3,18, , , , , , , , , , , , ,13204,21, , , , , , , , ,3638402880,3, , , , , , ,38890,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , ,38864, , , , , , , , ,6,8,3,8,6,3245144,82198, ,15,6,15, ,21, , , , ,15, , , , , , ,4,5,0,5,39301562, , , , , , , , 
2026-02-10 15:41:01.593 UTC, , ,222,277484,1,13353,10,13332,1704, ,5,5,1, , ,73,82,60037221450,6140876, , , , , , , ,589,2986717,2330544,224, ,27, ,198780, , , , , , , , , ,27,6, , , ,21,2,6, ,278328, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,2394243,1000,1000,79,1402, , , ,15,15, ,15, ,3,18, , , , , , , , , , , , ,12485,20, , , , , , ,1,70,1248622976,3, , , , , , ,39788,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , ,39758, , , , , , , , ,66,1000,82,1602,7,1411547805,98100, ,15,6,15, ,21, , , , ,15, , , , , , ,66,411,13,411,1512618142, , , , , , , , 
2026-02-10 15:42:01.605 UTC, , ,224,208584,1,10071,15,13502,1926, , , , , , ,80,93,60037757447,9233666, , , , , , , ,589,2998773,2342600,224, ,27, ,216220, , , , , , , , , ,27,6, , , ,21,2,6, ,302744, , , , , , , , , , , , , , ,1362,1,734,734, , , , ,1412,126717763584,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1412, , , , ,1770737641100,,, , , , , , , , , , , , , , , , , , , , , , , , , , , ,655359,2406763,3,3,1,3, , , ,15,15, ,15, ,3,18, , , , , , , , , , , , ,12520,20, , , , , , , , ,4230773120,2, , , , , , ,43276,14, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , ,43247, , , , , , , , ,10,12,4,12,6,4023188,62463, ,15,7,15, ,22, , , , ,15, , , , , , ,2,4,0,4,49166714, , , , , , , , 
